subject_id,model_no,profile_model_no,gender,age,height,weight,shoulder,chest,waist,hip,thigh_length,calf_length,torso_length,leg_length,neck_length,thigh_calf_ratio,torso_leg_ratio,crotch_height,knee_height,source_profile,ground_truth_note
sizkorea_m036,M036,M036,M,53.0,166.2,53.6,38.3,85.2,71.0,84.7,26.299999999999997,,,,,,,70.3,44.0,ml/body_measurement/data/raw_test_data/M036_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m043,M043,M043,M,27.0,180.9,57.3,39.5,80.6,68.9,85.0,35.39999999999999,,,,,,,83.1,47.7,ml/body_measurement/data/raw_test_data/M043_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m044,M044,M044,M,24.0,170.0,58.1,39.2,83.8,71.5,88.0,29.799999999999997,,,,,,,73.8,44.0,ml/body_measurement/data/raw_test_data/M044_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m046,M046,M046,M,46.0,160.4,69.6,37.4,95.6,87.5,97.6,26.400000000000006,,,,,,,67.4,41.0,ml/body_measurement/data/raw_test_data/M046_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m050,M050,M050,M,23.0,165.7,59.7,39.6,87.6,74.1,89.1,26.800000000000004,,,,,,,69.4,42.6,ml/body_measurement/data/raw_test_data/M050_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m057,M057,M057,M,23.0,169.0,75.0,40.7,97.0,80.3,98.0,32.4,,,,,,,73.0,40.6,ml/body_measurement/data/raw_test_data/M057_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m058,M058,M058,M,22.0,174.5,75.0,39.7,95.2,83.9,97.5,27.9,,,,,,,73.3,45.4,ml/body_measurement/data/raw_test_data/M058_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m060,M060,M060,M,31.0,169.0,65.2,39.9,88.7,78.0,94.0,28.799999999999997,,,,,,,75.0,46.2,ml/body_measurement/data/raw_test_data/M060_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m064,M064,M064,M,38.0,165.7,64.1,39.4,86.0,78.9,91.4,28.699999999999996,,,,,,,72.8,44.1,ml/body_measurement/data/raw_test_data/M064_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m071,M071,M071,M,27.0,172.7,67.3,40.9,90.5,73.3,92.2,26.10000000000001,,,,,,,71.9,45.8,ml/body_measurement/data/raw_test_data/M071_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m072,M072,M072,M,65.0,164.3,66.2,37.3,88.8,83.5,92.6,30.500000000000007,,,,,,,73.4,42.9,ml/body_measurement/data/raw_test_data/M072_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m076,M076,M076,M,46.0,164.6,69.2,36.3,93.5,82.8,97.5,29.500000000000007,,,,,,,69.9,40.4,ml/body_measurement/data/raw_test_data/M076_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m077,M077,M077,M,30.0,174.1,56.9,38.4,83.8,71.0,86.4,29.199999999999996,,,,,,,77.3,48.1,ml/body_measurement/data/raw_test_data/M077_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m083,M083,M083,M,31.0,169.7,64.5,41.3,89.3,73.2,90.0,30.700000000000003,,,,,,,76.9,46.2,ml/body_measurement/data/raw_test_data/M083_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m084,M084,M084,M,21.0,173.3,62.2,40.4,89.4,70.7,91.0,31.000000000000007,,,,,,,77.4,46.4,ml/body_measurement/data/raw_test_data/M084_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m086,M086,M086,M,27.0,176.7,55.8,41.1,85.9,61.7,85.3,32.60000000000001,,,,,,,80.4,47.8,ml/body_measurement/data/raw_test_data/M086_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m088,M088,M088,M,34.0,163.1,74.0,42.0,98.6,89.0,97.4,29.199999999999996,,,,,,,71.6,42.4,ml/body_measurement/data/raw_test_data/M088_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m090,M090,M090,M,22.0,178.5,85.6,43.3,99.2,91.0,99.0,31.200000000000003,,,,,,,79.0,47.8,ml/body_measurement/data/raw_test_data/M090_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m093,M093,M093,M,33.0,170.6,63.6,40.6,91.1,81.0,87.5,30.500000000000007,,,,,,,77.4,46.9,ml/body_measurement/data/raw_test_data/M093_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m094,M094,M094,M,23.0,168.1,68.4,36.6,95.2,82.9,92.8,29.800000000000004,,,,,,,74.4,44.6,ml/body_measurement/data/raw_test_data/M094_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m095,M095,M095,M,52.0,172.8,65.8,41.4,91.8,81.2,87.0,29.400000000000006,,,,,,,74.9,45.5,ml/body_measurement/data/raw_test_data/M095_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m099,M099,M090,M,20.0,175.6,53.4,39.8,81.3,61.3,85.0,31.900000000000006,,,,,,,75.9,44.0,ml/body_measurement/data/raw_test_data/M099_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m116,M116,M116,M,29.0,172.6,73.8,41.4,95.5,85.8,95.8,30.500000000000007,,,,,,,78.9,48.4,ml/body_measurement/data/raw_test_data/M116_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m119,M119,M119,M,30.0,165.6,68.4,41.6,98.1,73.1,92.0,29.39999999999999,,,,,,,74.6,45.2,ml/body_measurement/data/raw_test_data/M119_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m120,M120,M120,M,69.0,165.2,76.4,38.2,97.4,99.8,97.6,33.00000000000001,,,,,,,72.9,39.9,ml/body_measurement/data/raw_test_data/M120_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m133,M133,M133,M,46.0,175.4,76.8,42.1,88.9,83.5,95.5,34.400000000000006,,,,,,,80.4,46.0,ml/body_measurement/data/raw_test_data/M133_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m138,M138,M138,M,24.0,168.4,58.8,41.4,85.6,70.7,85.5,33.300000000000004,,,,,,,76.2,42.9,ml/body_measurement/data/raw_test_data/M138_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m143,M143,M143,M,59.0,169.5,55.7,35.6,84.2,72.6,83.8,27.700000000000003,,,,,,,76.4,48.7,ml/body_measurement/data/raw_test_data/M143_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m149,M149,M149,M,49.0,173.6,57.6,37.7,79.5,70.3,86.7,31.699999999999996,,,,,,,79.6,47.9,ml/body_measurement/data/raw_test_data/M149_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m151,M151,M151,M,38.0,172.9,71.7,39.7,93.7,83.2,93.1,32.3,,,,,,,76.5,44.2,ml/body_measurement/data/raw_test_data/M151_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m156,M156,M156,M,29.0,172.2,66.0,38.4,87.4,78.5,89.5,33.4,,,,,,,77.0,43.6,ml/body_measurement/data/raw_test_data/M156_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m158,M158,M158,M,38.0,177.9,77.8,40.9,57.3,86.2,95.3,27.60000000000001,,,,,,,75.9,48.3,ml/body_measurement/data/raw_test_data/M158_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m160,M160,M160,M,40.0,166.0,60.7,39.5,87.0,77.1,89.7,31.099999999999994,,,,,,,73.3,42.2,ml/body_measurement/data/raw_test_data/M160_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m163,M163,M163,M,62.0,170.9,54.5,38.5,8.2,73.2,84.5,29.5,,,,,,,76.5,47.0,ml/body_measurement/data/raw_test_data/M163_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m164,M164,M164,M,44.0,166.7,72.9,41.6,95.0,91.5,92.5,31.199999999999996,,,,,,,72.8,41.6,ml/body_measurement/data/raw_test_data/M164_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m168,M168,M168,M,28.0,176.2,67.5,40.3,93.0,74.4,92.5,32.6,,,,,,,79.2,46.6,ml/body_measurement/data/raw_test_data/M168_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m170,M170,M170,M,30.0,174.8,70.2,40.7,93.6,78.2,90.8,29.200000000000003,,,,,,,75.2,46.0,ml/body_measurement/data/raw_test_data/M170_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m173,M173,M173,M,35.0,172.3,62.6,37.3,86.1,78.5,89.3,33.300000000000004,,,,,,,78.9,45.6,ml/body_measurement/data/raw_test_data/M173_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m176,M176,M176,M,22.0,171.2,76.5,39.9,97.8,76.9,96.5,29.800000000000004,,,,,,,76.7,46.9,ml/body_measurement/data/raw_test_data/M176_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m178,M178,M178,M,22.0,168.5,59.5,39.7,84.0,68.3,87.0,31.299999999999997,,,,,,,76.6,45.3,ml/body_measurement/data/raw_test_data/M178_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m181,M181,M181,M,35.0,165.4,60.5,36.9,85.0,74.2,86.9,28.500000000000007,,,,,,,73.4,44.9,ml/body_measurement/data/raw_test_data/M181_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m184,M184,M184,M,35.0,167.7,68.8,42.0,103.7,76.0,89.8,31.39999999999999,,,,,,,75.1,43.7,ml/body_measurement/data/raw_test_data/M184_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m187,M187,M187,M,23.0,165.0,57.6,39.5,82.8,70.1,88.4,30.700000000000003,,,,,,,71.9,41.2,ml/body_measurement/data/raw_test_data/M187_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m189,M189,M189,M,25.0,179.5,66.4,42.5,89.2,71.3,93.5,30.700000000000003,,,,,,,78.9,48.2,ml/body_measurement/data/raw_test_data/M189_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m195,M195,M195,M,53.0,158.0,60.2,37.7,88.7,77.8,87.5,32.7,,,,,,,66.5,33.8,ml/body_measurement/data/raw_test_data/M195_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m211,M211,M211,M,43.0,178.9,68.1,41.0,88.1,77.4,92.0,36.7,,,,,,,83.5,46.8,ml/body_measurement/data/raw_test_data/M211_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m215,M215,M215,M,23.0,175.1,69.0,39.9,93.9,78.3,94.6,33.400000000000006,,,,,,,78.9,45.5,ml/body_measurement/data/raw_test_data/M215_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m216,M216,M216,M,37.0,177.0,85.1,40.0,96.7,91.0,101.2,30.9,,,,,,,76.5,45.6,ml/body_measurement/data/raw_test_data/M216_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m221,M221,M221,M,30.0,170.5,58.6,40.3,82.2,71.0,87.3,32.699999999999996,,,,,,,74.3,41.6,ml/body_measurement/data/raw_test_data/M221_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m225,M225,M225,M,27.0,168.5,71.2,38.5,95.4,79.7,96.0,28.799999999999997,,,,,,,72.0,43.2,ml/body_measurement/data/raw_test_data/M225_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m226,M226,M226,M,27.0,163.5,77.1,41.7,102.7,87.2,96.5,27.799999999999997,,,,,,,70.0,42.2,ml/body_measurement/data/raw_test_data/M226_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m231,M231,M231,M,27.0,168.3,62.1,38.6,81.5,76.4,90.3,28.700000000000003,,,,,,,72.5,43.8,ml/body_measurement/data/raw_test_data/M231_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m242,M242,M242,M,34.0,167.6,74.0,42.8,93.6,87.6,94.6,29.699999999999996,,,,,,,74.6,44.9,ml/body_measurement/data/raw_test_data/M242_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m265,M265,M265,M,29.0,168.2,60.1,36.4,85.5,72.8,84.3,29.299999999999997,,,,,,,73.3,44.0,ml/body_measurement/data/raw_test_data/M265_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m270,M270,M270,M,24.0,175.1,68.4,38.3,92.7,73.3,92.6,34.00000000000001,,,,,,,80.4,46.4,ml/body_measurement/data/raw_test_data/M270_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m272,M272,M272,M,27.0,179.0,73.1,41.1,89.6,81.9,99.9,33.400000000000006,,,,,,,80.7,47.3,ml/body_measurement/data/raw_test_data/M272_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m279,M279,M279,M,39.0,168.7,63.7,36.9,85.3,74.6,92.4,31.400000000000006,,,,,,,75.7,44.3,ml/body_measurement/data/raw_test_data/M279_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m284,M284,M284,M,30.0,164.3,62.6,34.2,89.9,76.0,88.0,27.299999999999997,,,,,,,71.6,44.3,ml/body_measurement/data/raw_test_data/M284_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m288,M288,M288,M,55.0,167.4,74.6,38.7,100.3,88.0,96.4,29.400000000000006,,,,,,,72.4,43.0,ml/body_measurement/data/raw_test_data/M288_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m290,M290,M290,M,30.0,174.6,61.4,37.8,83.3,71.9,87.4,32.89999999999999,,,,,,,80.6,47.7,ml/body_measurement/data/raw_test_data/M290_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m292,M292,M292,M,30.0,177.8,64.8,41.9,84.8,75.2,85.5,35.3,,,,,,,81.0,45.7,ml/body_measurement/data/raw_test_data/M292_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m295,M295,M295,M,36.0,177.8,74.8,40.4,93.5,79.3,94.8,33.89999999999999,,,,,,,79.6,45.7,ml/body_measurement/data/raw_test_data/M295_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m300,M300,M300,M,63.0,170.4,56.9,35.1,83.5,69.9,85.5,27.4,,,,,,,70.8,43.4,ml/body_measurement/data/raw_test_data/M300_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m302,M302,M302,M,24.0,167.3,88.5,37.4,108.0,99.5,105.1,28.200000000000003,,,,,,,69.9,41.7,ml/body_measurement/data/raw_test_data/M302_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m309,M309,M309,M,58.0,165.5,57.1,35.0,82.4,74.7,88.9,26.699999999999996,,,,,,,70.1,43.4,ml/body_measurement/data/raw_test_data/M309_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m332,M332,M332,M,53.0,171.2,79.2,39.4,101.6,92.0,94.5,30.1,,,,,,,74.7,44.6,ml/body_measurement/data/raw_test_data/M332_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m336,M336,M336,M,27.0,164.7,62.5,35.6,86.3,76.1,91.0,29.099999999999994,,,,,,,71.6,42.5,ml/body_measurement/data/raw_test_data/M336_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m346,M346,M346,M,66.0,171.1,83.4,42.8,102.1,97.2,100.2,27.400000000000006,,,,,,,71.7,44.3,ml/body_measurement/data/raw_test_data/M346_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m356,M356,M356,M,35.0,179.3,81.7,40.9,95.6,83.7,98.4,31.800000000000004,,,,,,,79.2,47.4,ml/body_measurement/data/raw_test_data/M356_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m360,M360,M360,M,56.0,172.8,105.6,40.7,113.4,116.5,109.5,24.199999999999996,,,,,,,70.3,46.1,ml/body_measurement/data/raw_test_data/M360_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m369,M369,M369,M,36.0,174.3,63.8,37.0,88.9,76.1,91.0,30.599999999999994,,,,,,,77.8,47.2,ml/body_measurement/data/raw_test_data/M369_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m385,M385,M385,M,65.0,160.4,57.2,36.6,87.1,80.3,85.4,26.60000000000001,,,,,,,67.9,41.3,ml/body_measurement/data/raw_test_data/M385_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m404,M404,M404,M,44.0,174.7,83.7,40.1,101.8,91.2,101.2,29.099999999999994,,,,,,,73.6,44.5,ml/body_measurement/data/raw_test_data/M404_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m406,M406,M406,M,59.0,162.3,74.4,37.6,97.3,95.1,94.1,24.5,,,,,,,68.7,44.2,ml/body_measurement/data/raw_test_data/M406_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m407,M407,M407,M,43.0,171.2,68.1,36.8,93.2,78.1,92.8,29.400000000000006,,,,,,,75.7,46.3,ml/body_measurement/data/raw_test_data/M407_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m412,M412,M412,M,32.0,176.8,77.6,39.1,95.8,83.7,99.5,30.700000000000003,,,,,,,76.0,45.3,ml/body_measurement/data/raw_test_data/M412_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m417,M417,M417,M,75.0,154.7,59.0,34.8,88.2,85.7,89.6,25.699999999999996,,,,,,,66.6,40.9,ml/body_measurement/data/raw_test_data/M417_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m419,M419,M419,M,51.0,171.4,68.7,40.8,93.7,84.6,87.9,26.200000000000003,,,,,,,72.7,46.5,ml/body_measurement/data/raw_test_data/M419_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m424,M424,M424,M,66.0,167.3,65.5,36.7,95.3,85.6,89.5,26.900000000000006,,,,,,,72.7,45.8,ml/body_measurement/data/raw_test_data/M424_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m454,M454,M454,M,73.0,159.9,54.0,35.5,79.8,71.7,85.7,29.0,,,,,,,71.0,42.0,ml/body_measurement/data/raw_test_data/M454_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m456,M456,M456,M,75.0,161.8,54.6,38.6,84.2,79.0,88.2,26.199999999999996,,,,,,,69.8,43.6,ml/body_measurement/data/raw_test_data/M456_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m460,M460,M460,M,73.0,175.2,65.6,41.1,92.7,81.8,92.3,29.799999999999997,,,,,,,76.6,46.8,ml/body_measurement/data/raw_test_data/M460_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m463,M463,M463,M,77.0,162.1,46.9,36.2,81.3,74.8,82.5,28.799999999999997,,,,,,,69.0,40.2,ml/body_measurement/data/raw_test_data/M463_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m465,M465,M465,M,67.0,159.5,66.7,35.5,93.1,89.7,91.6,24.5,,,,,,,66.3,41.8,ml/body_measurement/data/raw_test_data/M465_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m468,M468,M468,M,27.0,168.8,80.9,37.4,100.7,98.0,102.9,27.999999999999993,,,,,,,71.1,43.1,ml/body_measurement/data/raw_test_data/M468_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m470,M470,M470,M,26.0,170.5,56.0,38.2,84.3,69.7,83.2,34.3,,,,,,,79.0,44.7,ml/body_measurement/data/raw_test_data/M470_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m472,M472,M472,M,59.0,177.2,73.9,40.2,95.2,86.3,96.2,32.699999999999996,,,,,,,79.6,46.9,ml/body_measurement/data/raw_test_data/M472_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m476,M476,M476,M,58.0,165.4,65.9,37.5,92.4,83.6,89.8,31.099999999999994,,,,,,,73.1,42.0,ml/body_measurement/data/raw_test_data/M476_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m481,M481,M481,M,76.0,159.9,64.3,37.4,97.2,91.3,92.2,29.0,,,,,,,70.2,41.2,ml/body_measurement/data/raw_test_data/M481_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
sizkorea_m497,M497,M497,M,75.0,157.4,63.9,37.5,90.3,87.0,95.6,25.300000000000004,,,,,,,67.9,42.6,ml/body_measurement/data/raw_test_data/M497_profile.csv,"same-image profile has crotch/knee heights for thigh_length; ankle, shoulder-height-to-pelvis-point, and front-neck landmarks are unavailable"
