subject_id,gender,height,weight,chest,waist,hip,thigh,calf,arm,shoulder,bmi,waist_hip_ratio,category,source,image_front,image_side,pred_chest,pred_waist,pred_hip,err_chest,err_waist,err_hip,neck_length,thigh_calf_ratio,torso_leg_ratio
sizkorea_m064,M,165.7,64.1,86.0,78.9,91.4,54.8,37.8,30.5,39.4,23.3,0.863,sizkorea,raw_test_data/M064,sizkorea_m064_front.jpg,sizkorea_m064_side.jpg,91.5,77.0,91.0,5.5,-1.9,-0.4,10.0,0.656,1.371
sizkorea_m071,M,172.7,67.3,90.5,73.3,92.2,56.3,37.5,32.6,40.9,22.6,0.795,sizkorea,raw_test_data/M071,sizkorea_m071_front.jpg,sizkorea_m071_side.jpg,91.5,79.0,92.5,1.0,5.7,0.3,10.8,0.733,1.167
sizkorea_m072,M,164.3,66.2,88.8,83.5,92.6,55.1,38.7,31.1,37.3,24.5,0.902,sizkorea,raw_test_data/M072,sizkorea_m072_front.jpg,sizkorea_m072_side.jpg,91.2,86.0,95.2,2.5,2.5,2.7,8.5,0.731,1.276
sizkorea_m076,M,164.6,69.2,93.5,82.8,97.5,58.0,37.0,33.5,36.3,25.5,0.849,sizkorea,raw_test_data/M076,sizkorea_m076_front.jpg,sizkorea_m076_side.jpg,93.0,81.5,96.0,-0.5,-1.3,-1.5,9.1,0.68,1.236
sizkorea_m077,M,174.1,56.9,83.8,71.0,86.4,47.4,34.1,26.4,38.4,18.8,0.822,sizkorea,raw_test_data/M077,sizkorea_m077_front.jpg,sizkorea_m077_side.jpg,86.2,72.0,88.0,2.5,1.0,1.6,7.9,0.7,1.276
sizkorea_m083,M,169.7,64.5,89.3,73.2,90.0,52.3,35.5,32.3,41.3,22.4,0.813,sizkorea,raw_test_data/M083,sizkorea_m083_front.jpg,sizkorea_m083_side.jpg,92.8,76.2,91.5,3.5,3.0,1.5,7.9,0.807,1.135
sizkorea_m084,M,173.3,62.2,89.4,70.7,91.0,52.6,34.0,30.8,40.4,20.7,0.777,sizkorea,raw_test_data/M084,sizkorea_m084_front.jpg,sizkorea_m084_side.jpg,91.0,77.0,92.0,1.6,6.3,1.0,8.9,0.751,1.166
sizkorea_m086,M,176.7,55.8,85.9,61.7,85.3,47.0,35.9,25.9,41.1,17.9,0.723,sizkorea,raw_test_data/M086,sizkorea_m086_front.jpg,sizkorea_m086_side.jpg,43.2,35.0,42.5,-42.7,-26.7,-42.8,12.0,0.773,1.195
sizkorea_m088,M,163.1,74.0,98.6,89.0,97.4,59.1,37.0,35.4,42.0,27.8,0.914,sizkorea,raw_test_data/M088,sizkorea_m088_front.jpg,sizkorea_m088_side.jpg,99.0,91.5,101.0,0.4,2.5,3.6,8.3,0.658,1.32
sizkorea_m090,M,178.5,85.6,99.2,91.0,99.0,61.3,41.0,34.5,43.3,26.9,0.919,sizkorea,raw_test_data/M090,sizkorea_m090_front.jpg,sizkorea_m090_side.jpg,104.8,95.5,105.0,5.5,4.5,6.0,4.2,0.7,1.215
sizkorea_m093,M,170.6,63.6,91.1,81.0,87.5,48.4,34.0,31.5,40.6,21.9,0.926,sizkorea,raw_test_data/M093,sizkorea_m093_front.jpg,sizkorea_m093_side.jpg,0.0,0.0,0.0,-91.1,-81.0,-87.5,12.2,0.701,1.204
sizkorea_m094,M,168.1,68.4,95.2,82.9,92.8,55.7,37.5,30.5,36.6,24.2,0.893,sizkorea,raw_test_data/M094,sizkorea_m094_front.jpg,sizkorea_m094_side.jpg,91.2,80.0,95.0,-4.0,-2.9,2.2,8.7,0.731,1.192
sizkorea_m095,M,172.8,65.8,91.8,81.2,87.0,50.5,35.9,28.1,41.4,22.0,0.933,sizkorea,raw_test_data/M095,sizkorea_m095_front.jpg,sizkorea_m095_side.jpg,91.2,80.5,93.5,-0.5,-0.7,6.5,11.0,0.776,1.207
sizkorea_m099,M,175.6,53.4,81.3,61.3,85.0,47.5,33.3,26.4,39.8,17.3,0.721,sizkorea,raw_test_data/M099,sizkorea_m099_front.jpg,sizkorea_m099_side.jpg,86.5,72.0,88.0,5.2,10.7,3.0,12.8,0.77,1.171
sizkorea_m116,M,172.6,73.8,95.5,85.8,95.8,58.3,37.9,31.9,41.4,24.8,0.896,sizkorea,raw_test_data/M116,sizkorea_m116_front.jpg,sizkorea_m116_side.jpg,95.5,83.5,96.0,0.0,-2.3,0.2,9.0,0.778,1.152
sizkorea_m119,M,165.6,68.4,98.1,73.1,92.0,59.8,37.1,34.7,41.6,24.9,0.795,sizkorea,raw_test_data/M119,sizkorea_m119_front.jpg,sizkorea_m119_side.jpg,93.0,79.5,94.0,-5.1,6.4,2.0,9.8,0.703,1.294
sizkorea_m120,M,165.2,76.4,97.4,99.8,97.6,58.2,35.8,33.6,38.2,28.0,1.023,sizkorea,raw_test_data/M120,sizkorea_m120_front.jpg,sizkorea_m120_side.jpg,98.0,93.5,101.0,0.6,-6.3,3.4,7.4,0.701,1.269
sizkorea_m133,M,175.4,76.8,88.9,83.5,95.5,58.6,39.8,31.2,42.1,25.0,0.874,sizkorea,raw_test_data/M133,sizkorea_m133_front.jpg,sizkorea_m133_side.jpg,94.5,82.0,97.8,5.6,-1.5,2.2,11.6,0.681,1.308
sizkorea_m138,M,168.4,58.8,85.6,70.7,85.5,52.4,32.4,29.8,41.4,20.7,0.827,sizkorea,raw_test_data/M138,sizkorea_m138_front.jpg,sizkorea_m138_side.jpg,86.5,75.0,87.0,0.9,4.3,1.5,10.6,0.738,1.173
sizkorea_m143,M,169.5,55.7,84.2,72.6,83.8,45.9,35.4,26.3,35.6,19.4,0.866,sizkorea,raw_test_data/M143,sizkorea_m143_front.jpg,sizkorea_m143_side.jpg,87.5,74.0,89.0,3.3,1.4,5.2,8.7,0.777,1.148
sizkorea_m149,M,173.6,57.6,79.5,70.3,86.7,47.3,34.7,26.3,37.7,19.1,0.811,sizkorea,raw_test_data/M149,sizkorea_m149_front.jpg,sizkorea_m149_side.jpg,86.0,72.8,87.5,6.5,2.5,0.8,10.6,0.739,1.243
sizkorea_m151,M,172.9,71.7,93.7,83.2,93.1,53.9,37.5,32.2,39.7,24.0,0.894,sizkorea,raw_test_data/M151,sizkorea_m151_front.jpg,sizkorea_m151_side.jpg,93.5,78.0,95.0,-0.2,-5.2,1.9,10.6,0.799,1.15
sizkorea_m156,M,172.2,66.0,87.4,78.5,89.5,52.5,35.1,31.2,38.4,22.3,0.877,sizkorea,raw_test_data/M156,sizkorea_m156_front.jpg,sizkorea_m156_side.jpg,92.5,77.0,92.0,5.1,-1.5,2.5,9.4,0.684,1.185
sizkorea_m158,M,177.9,77.8,57.3,86.2,95.3,56.0,39.8,32.0,40.9,24.6,0.905,sizkorea,raw_test_data/M158,sizkorea_m158_front.jpg,sizkorea_m158_side.jpg,95.8,83.5,99.8,38.5,-2.7,4.5,5.8,0.686,1.194
sizkorea_m160,M,166.0,60.7,87.0,77.1,89.7,52.6,36.1,28.2,39.5,22.0,0.86,sizkorea,raw_test_data/M160,sizkorea_m160_front.jpg,sizkorea_m160_side.jpg,88.0,76.5,92.5,1.0,-0.6,2.8,9.8,0.677,1.265
sizkorea_m163,M,170.9,54.5,8.2,73.2,84.5,46.7,32.2,25.0,38.5,18.7,0.866,sizkorea,raw_test_data/M163,sizkorea_m163_front.jpg,sizkorea_m163_side.jpg,43.0,35.5,42.0,34.8,-37.7,-42.5,10.0,0.725,1.183
sizkorea_m164,M,166.7,72.9,95.0,91.5,92.5,56.2,37.5,32.3,41.6,26.2,0.989,sizkorea,raw_test_data/M164,sizkorea_m164_front.jpg,sizkorea_m164_side.jpg,96.5,89.5,97.0,1.5,-2.0,4.5,9.8,0.749,1.151
sizkorea_m168,M,176.2,67.5,93.0,74.4,92.5,53.0,34.8,29.9,40.3,21.7,0.804,sizkorea,raw_test_data/M168,sizkorea_m168_front.jpg,sizkorea_m168_side.jpg,93.2,79.5,93.5,0.2,5.1,1.0,10.1,0.694,1.194
sizkorea_m170,M,174.8,70.2,93.6,78.2,90.8,53.0,36.3,32.0,40.7,23.0,0.861,sizkorea,raw_test_data/M170,sizkorea_m170_front.jpg,sizkorea_m170_side.jpg,46.0,40.5,47.0,-47.6,-37.7,-43.8,9.9,0.656,1.346
sizkorea_m173,M,172.3,62.6,86.1,78.5,89.3,51.5,33.3,29.0,37.3,21.1,0.879,sizkorea,raw_test_data/M173,sizkorea_m173_front.jpg,sizkorea_m173_side.jpg,88.8,77.0,91.5,2.7,-1.5,2.2,9.7,0.748,1.22
sizkorea_m176,M,171.2,76.5,97.8,76.9,96.5,61.5,37.9,35.7,39.9,26.1,0.797,sizkorea,raw_test_data/M176,sizkorea_m176_front.jpg,sizkorea_m176_side.jpg,95.0,82.5,97.0,-2.8,5.6,0.5,6.7,0.677,1.259
sizkorea_m178,M,168.5,59.5,84.0,68.3,87.0,52.1,34.1,29.5,39.7,21.0,0.785,sizkorea,raw_test_data/M178,sizkorea_m178_front.jpg,sizkorea_m178_side.jpg,88.5,75.0,91.0,4.5,6.7,4.0,11.1,0.655,1.283
sizkorea_m181,M,165.4,60.5,85.0,74.2,86.9,52.0,36.2,28.6,36.9,22.1,0.854,sizkorea,raw_test_data/M181,sizkorea_m181_front.jpg,sizkorea_m181_side.jpg,87.2,76.0,90.0,2.2,1.8,3.1,10.4,0.66,1.244
sizkorea_m184,M,167.7,68.8,103.7,76.0,89.8,57.0,37.4,33.4,42.0,24.5,0.846,sizkorea,raw_test_data/M184,sizkorea_m184_front.jpg,sizkorea_m184_side.jpg,83.8,80.0,90.2,-20.0,4.0,0.5,8.5,0.617,1.379
sizkorea_m187,M,165.0,57.6,82.8,70.1,88.4,53.9,34.7,28.0,39.5,21.2,0.793,sizkorea,raw_test_data/M187,sizkorea_m187_front.jpg,sizkorea_m187_side.jpg,81.5,72.5,88.0,-1.3,2.4,-0.4,9.0,0.702,1.292
sizkorea_m189,M,179.5,66.4,89.2,71.3,93.5,54.0,36.0,30.1,42.5,20.6,0.763,sizkorea,raw_test_data/M189,sizkorea_m189_front.jpg,sizkorea_m189_side.jpg,89.5,76.0,91.0,0.3,4.7,-2.5,10.5,0.749,1.142
sizkorea_m195,M,158.0,60.2,88.7,77.8,87.5,53.4,36.3,28.8,37.7,24.1,0.889,sizkorea,raw_test_data/M195,sizkorea_m195_front.jpg,sizkorea_m195_side.jpg,89.2,78.1,93.5,0.5,0.3,6.0,8.2,0.685,1.327
sizkorea_m211,M,178.9,68.1,88.1,77.4,92.0,53.6,35.4,27.1,41.0,21.3,0.841,sizkorea,raw_test_data/M211,sizkorea_m211_front.jpg,sizkorea_m211_side.jpg,93.5,80.0,94.5,5.4,2.6,2.5,13.3,0.749,1.267
sizkorea_m215,M,175.1,69.0,93.9,78.3,94.6,56.0,34.8,30.8,39.9,22.5,0.828,sizkorea,raw_test_data/M215,sizkorea_m215_front.jpg,sizkorea_m215_side.jpg,88.5,77.0,91.5,-5.4,-1.3,-3.1,8.3,0.741,1.148
sizkorea_m216,M,177.0,85.1,96.7,91.0,101.2,61.2,41.4,33.3,40.0,27.2,0.899,sizkorea,raw_test_data/M216,sizkorea_m216_front.jpg,sizkorea_m216_side.jpg,53.0,47.0,50.0,-43.7,-44.0,-51.2,7.5,0.731,1.135
sizkorea_m221,M,170.5,58.6,82.2,71.0,87.3,48.6,33.0,28.0,40.3,20.2,0.813,sizkorea,raw_test_data/M221,sizkorea_m221_front.jpg,sizkorea_m221_side.jpg,89.0,75.0,88.5,6.8,4.0,1.2,12.6,0.821,1.118
sizkorea_m225,M,168.5,71.2,95.4,79.7,96.0,60.1,36.1,32.4,38.5,25.1,0.83,sizkorea,raw_test_data/M225,sizkorea_m225_front.jpg,sizkorea_m225_side.jpg,91.8,80.5,95.0,-3.7,0.8,-1.0,8.4,0.697,1.226
sizkorea_m226,M,163.5,77.1,102.7,87.2,96.5,57.3,38.1,35.1,41.7,28.8,0.904,sizkorea,raw_test_data/M226,sizkorea_m226_front.jpg,sizkorea_m226_side.jpg,48.0,43.2,50.2,-54.7,-44.0,-46.2,9.2,0.723,1.366
sizkorea_m231,M,168.3,62.1,81.5,76.4,90.3,54.1,36.0,28.9,38.6,21.9,0.846,sizkorea,raw_test_data/M231,sizkorea_m231_front.jpg,sizkorea_m231_side.jpg,41.5,37.0,44.0,-40.0,-39.4,-46.3,8.6,0.615,1.321
sizkorea_m242,M,167.6,74.0,93.6,87.6,94.6,56.3,33.3,33.6,42.8,26.3,0.926,sizkorea,raw_test_data/M242,sizkorea_m242_front.jpg,sizkorea_m242_side.jpg,96.8,93.0,102.5,3.2,5.4,7.9,8.9,0.659,1.235
sizkorea_m265,M,168.2,60.1,85.5,72.8,84.3,51.2,35.6,30.8,36.4,21.2,0.864,sizkorea,raw_test_data/M265,sizkorea_m265_front.jpg,sizkorea_m265_side.jpg,90.0,76.0,93.0,4.5,3.2,8.7,10.8,0.655,1.279
sizkorea_m270,M,175.1,68.4,92.7,73.3,92.6,52.8,36.2,30.3,38.3,22.3,0.792,sizkorea,raw_test_data/M270,sizkorea_m270_front.jpg,sizkorea_m270_side.jpg,92.0,76.0,92.8,-0.7,2.7,0.2,9.9,0.712,1.186
sizkorea_m272,M,179.0,73.1,89.6,81.9,99.9,53.4,37.7,31.1,41.1,22.8,0.82,sizkorea,raw_test_data/M272,sizkorea_m272_front.jpg,sizkorea_m272_side.jpg,94.8,80.5,95.0,5.2,-1.4,-4.9,12.0,0.725,1.252
sizkorea_m279,M,168.7,63.7,85.3,74.6,92.4,57.0,35.4,29.3,36.9,22.4,0.807,sizkorea,raw_test_data/M279,sizkorea_m279_front.jpg,sizkorea_m279_side.jpg,90.5,77.0,91.0,5.2,2.4,-1.4,10.7,0.696,1.255
sizkorea_m284,M,164.3,62.6,89.9,76.0,88.0,53.5,35.6,31.1,34.2,23.2,0.864,sizkorea,raw_test_data/M284,sizkorea_m284_front.jpg,sizkorea_m284_side.jpg,90.2,76.0,90.0,0.3,0.0,2.0,6.9,0.68,1.238
sizkorea_m288,M,167.4,74.6,100.3,88.0,96.4,56.7,35.6,32.6,38.7,26.6,0.913,sizkorea,raw_test_data/M288,sizkorea_m288_front.jpg,sizkorea_m288_side.jpg,98.2,90.5,99.5,-2.0,2.5,3.1,6.5,0.734,1.256
sizkorea_m290,M,174.6,61.4,83.3,71.9,87.4,49.7,35.2,28.1,37.8,20.1,0.823,sizkorea,raw_test_data/M290,sizkorea_m290_front.jpg,sizkorea_m290_side.jpg,86.5,73.5,88.5,3.2,1.6,1.1,13.6,0.709,1.291
sizkorea_m292,M,177.8,64.8,84.8,75.2,85.5,50.6,35.0,29.1,41.9,20.5,0.88,sizkorea,raw_test_data/M292,sizkorea_m292_front.jpg,sizkorea_m292_side.jpg,90.0,76.0,89.0,5.2,0.8,3.5,14.7,0.72,1.145
sizkorea_m295,M,177.8,74.8,93.5,79.3,94.8,56.2,38.5,30.1,40.4,23.7,0.836,sizkorea,raw_test_data/M295,sizkorea_m295_front.jpg,sizkorea_m295_side.jpg,97.2,80.0,95.0,3.8,0.7,0.2,6.9,0.654,1.203
sizkorea_m300,M,170.4,56.9,83.5,69.9,85.5,47.1,33.6,26.9,35.1,19.6,0.818,sizkorea,raw_test_data/M300,sizkorea_m300_front.jpg,sizkorea_m300_side.jpg,87.5,73.0,86.5,4.0,3.1,1.0,10.4,0.726,1.199
sizkorea_m302,M,167.3,88.5,108.0,99.5,105.1,66.3,40.0,36.1,37.4,31.6,0.947,sizkorea,raw_test_data/M302,sizkorea_m302_front.jpg,sizkorea_m302_side.jpg,99.2,98.1,106.0,-8.8,-1.4,0.9,10.2,0.625,1.243
sizkorea_m309,M,165.5,57.1,82.4,74.7,88.9,50.7,32.4,27.6,35.0,20.8,0.84,sizkorea,raw_test_data/M309,sizkorea_m309_front.jpg,sizkorea_m309_side.jpg,82.2,75.0,86.0,-0.2,0.3,-2.9,10.7,0.691,1.224
sizkorea_m332,M,171.2,79.2,101.6,92.0,94.5,95.4,39.1,32.6,39.4,27.0,0.974,sizkorea,raw_test_data/M332,sizkorea_m332_front.jpg,sizkorea_m332_side.jpg,102.0,92.5,103.0,0.4,0.5,8.5,8.0,0.727,1.184
sizkorea_m336,M,164.7,62.5,86.3,76.1,91.0,56.5,35.3,30.3,35.6,23.0,0.836,sizkorea,raw_test_data/M336,sizkorea_m336_front.jpg,sizkorea_m336_side.jpg,87.5,76.5,91.0,1.2,0.4,0.0,4.7,0.701,1.262
sizkorea_m346,M,171.1,83.4,102.1,97.2,100.2,54.6,39.0,34.4,42.8,28.5,0.97,sizkorea,raw_test_data/M346,sizkorea_m346_front.jpg,sizkorea_m346_side.jpg,103.6,95.2,106.5,1.5,-2.0,6.3,11.3,0.717,1.275
sizkorea_m356,M,179.3,81.7,95.6,83.7,98.4,60.5,38.4,35.3,40.9,25.4,0.851,sizkorea,raw_test_data/M356,sizkorea_m356_front.jpg,sizkorea_m356_side.jpg,99.5,86.5,99.2,3.9,2.8,0.8,9.3,0.781,1.16
sizkorea_m360,M,172.8,105.6,113.4,116.5,109.5,64.1,44.5,37.2,40.7,35.4,1.064,sizkorea,raw_test_data/M360,sizkorea_m360_front.jpg,sizkorea_m360_side.jpg,106.0,112.5,111.0,-7.4,-4.0,1.5,4.7,0.661,1.292
sizkorea_m369,M,174.3,63.8,88.9,76.1,91.0,52.1,33.6,29.4,37.0,21.0,0.836,sizkorea,raw_test_data/M369,sizkorea_m369_front.jpg,sizkorea_m369_side.jpg,92.2,74.5,90.2,3.3,-1.5,-0.8,13.8,0.761,1.195
sizkorea_m385,M,160.4,57.2,87.1,80.3,85.4,48.7,35.9,27.9,36.6,22.2,0.94,sizkorea,raw_test_data/M385,sizkorea_m385_front.jpg,sizkorea_m385_side.jpg,88.5,83.0,92.0,1.4,2.7,6.6,8.5,0.685,1.328
sizkorea_m404,M,174.7,83.7,101.8,91.2,101.2,60.2,41.2,33.6,40.1,27.4,0.901,sizkorea,raw_test_data/M404,sizkorea_m404_front.jpg,sizkorea_m404_side.jpg,51.2,47.0,50.5,-50.5,-44.2,-50.7,8.6,0.601,1.302
sizkorea_m406,M,162.3,74.4,97.3,95.1,94.1,54.3,36.9,31.9,37.6,28.2,1.011,sizkorea,raw_test_data/M406,sizkorea_m406_front.jpg,sizkorea_m406_side.jpg,96.0,102.0,102.0,-1.3,6.9,7.9,8.0,0.643,1.415
sizkorea_m407,M,171.2,68.1,93.2,78.1,92.8,93.1,36.9,31.9,36.8,23.2,0.842,sizkorea,raw_test_data/M407,sizkorea_m407_front.jpg,sizkorea_m407_side.jpg,90.0,77.0,92.5,-3.2,-1.1,-0.3,10.9,0.693,1.247
sizkorea_m412,M,176.8,77.6,95.8,83.7,99.5,58.2,40.5,33.1,39.1,24.8,0.841,sizkorea,raw_test_data/M412,sizkorea_m412_front.jpg,sizkorea_m412_side.jpg,47.0,41.5,48.5,-48.8,-42.2,-51.0,11.0,0.828,1.188
sizkorea_m417,M,154.7,59.0,88.2,85.7,89.6,48.7,33.5,26.8,34.8,24.7,0.956,sizkorea,raw_test_data/M417,sizkorea_m417_front.jpg,sizkorea_m417_side.jpg,88.0,82.2,92.5,-0.2,-3.5,2.9,6.8,0.661,1.255
sizkorea_m419,M,171.4,68.7,93.7,84.6,87.9,48.7,36.9,29.2,40.8,23.4,0.962,sizkorea,raw_test_data/M419,sizkorea_m419_front.jpg,sizkorea_m419_side.jpg,93.0,83.0,96.0,-0.7,-1.6,8.1,9.0,0.628,1.361
sizkorea_m424,M,167.3,65.5,95.3,85.6,89.5,50.2,32.4,31.4,36.7,23.4,0.956,sizkorea,raw_test_data/M424,sizkorea_m424_front.jpg,sizkorea_m424_side.jpg,95.2,84.5,95.0,-0.0,-1.1,5.5,6.5,0.651,1.282
sizkorea_m454,M,159.9,54.0,79.8,71.7,85.7,48.4,33.2,28.0,35.5,21.1,0.837,sizkorea,raw_test_data/M454,sizkorea_m454_front.jpg,sizkorea_m454_side.jpg,86.5,74.5,87.5,6.7,2.8,1.8,5.8,0.648,1.311
sizkorea_m456,M,161.8,54.6,84.2,79.0,88.2,44.4,30.8,26.2,38.6,20.9,0.896,sizkorea,raw_test_data/M456,sizkorea_m456_front.jpg,sizkorea_m456_side.jpg,87.5,81.0,91.0,3.3,2.0,2.8,10.4,0.727,1.247
sizkorea_m460,M,175.2,65.6,92.7,81.8,92.3,48.0,35.6,27.6,41.1,21.4,0.886,sizkorea,raw_test_data/M460,sizkorea_m460_front.jpg,sizkorea_m460_side.jpg,90.8,79.0,93.5,-2.0,-2.8,1.2,11.8,0.749,1.221
sizkorea_m463,M,162.1,46.9,81.3,74.8,82.5,39.5,30.5,25.0,36.2,17.8,0.907,sizkorea,raw_test_data/M463,sizkorea_m463_front.jpg,sizkorea_m463_side.jpg,82.0,70.0,85.0,0.7,-4.8,2.5,10.5,0.728,1.239
sizkorea_m465,M,159.5,66.7,93.1,89.7,91.6,49.8,34.8,29.1,35.5,26.2,0.979,sizkorea,raw_test_data/M465,sizkorea_m465_front.jpg,sizkorea_m465_side.jpg,95.8,86.0,96.0,2.7,-3.7,4.4,9.7,0.646,1.302
sizkorea_m468,M,168.8,80.9,100.7,98.0,102.9,63.7,39.6,35.9,37.4,28.4,0.952,sizkorea,raw_test_data/M468,sizkorea_m468_front.jpg,sizkorea_m468_side.jpg,100.2,91.0,102.2,-0.5,-7.0,-0.7,9.1,0.673,1.341
sizkorea_m470,M,170.5,56.0,84.3,69.7,83.2,47.6,32.9,28.5,38.2,19.3,0.838,sizkorea,raw_test_data/M470,sizkorea_m470_front.jpg,sizkorea_m470_side.jpg,45.0,38.0,46.0,-39.3,-31.7,-37.2,9.5,0.695,1.192
sizkorea_m472,M,177.2,73.9,95.2,86.3,96.2,53.3,37.0,29.5,40.2,23.5,0.897,sizkorea,raw_test_data/M472,sizkorea_m472_front.jpg,sizkorea_m472_side.jpg,93.5,84.5,97.7,-1.7,-1.8,1.5,9.4,0.713,1.263
sizkorea_m476,M,165.4,65.9,92.4,83.6,89.8,53.4,35.5,30.2,37.5,24.1,0.931,sizkorea,raw_test_data/M476,sizkorea_m476_front.jpg,sizkorea_m476_side.jpg,47.5,42.0,49.0,-44.9,-41.6,-40.8,9.0,0.722,1.281
sizkorea_m481,M,159.9,64.3,97.2,91.3,92.2,53.3,35.8,28.8,37.4,25.1,0.99,sizkorea,raw_test_data/M481,sizkorea_m481_front.jpg,sizkorea_m481_side.jpg,42.5,45.0,47.5,-54.7,-46.3,-44.7,7.4,0.648,1.221
sizkorea_m497,M,157.4,63.9,90.3,87.0,95.6,54.0,35.0,29.9,37.5,25.8,0.91,sizkorea,raw_test_data/M497,sizkorea_m497_front.jpg,sizkorea_m497_side.jpg,90.2,82.5,93.0,-0.0,-4.5,-2.6,6.5,0.709,1.308
